,ID,Woonplaatsen,Woonplaatscode_1,Woonplaats,Code_3,Provincie,Code_5,Deel,Code_7,Latitude,Longtitude,Population
1359,1359,WP1464,WP1464    ,Meerssen                           ,GM0938    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1360,1360,WP3404,WP3404    ,Noardeast-Fryslân                  ,GM1970    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1361,1361,WP2093,WP2093    ,Gemert-Bakel                       ,GM1652    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1362,1362,WP3632,WP3632    ,Gooise Meren                       ,GM1942    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
1363,1363,WP1519,WP1519    ,Gooise Meren                       ,GM1942    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,52.283333333,5.166666666,57715
1364,1364,WP2446,WP2446    ,Tytsjerksteradiel                  ,GM0737    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1365,1365,WP1725,WP1725    ,Weststellingwerf                   ,GM0098    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1366,1366,WP3312,WP3312    ,Noardeast-Fryslân                  ,GM1970    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1367,1367,WP2816,WP2816    ,Sittard-Geleen                     ,GM1883    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1368,1368,WP2278,WP2278    ,Midden-Groningen                   ,GM1952    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,53.184722,6.811111,60899
1369,1369,WP3077,WP3077    ,Stadskanaal                        ,GM0037    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1370,1370,WP3075,WP3075    ,Stadskanaal                        ,GM0037    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1371,1371,WP2660,WP2660    ,Westland                           ,GM1783    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
1372,1372,WP1052,WP1052    ,Gooise Meren                       ,GM1942    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
1373,1373,WP1278,WP1278    ,Noordoostpolder                    ,GM0171    ,Flevoland                ,PV24      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1374,1374,WP3497,WP3497    ,Heumen                             ,GM0252    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,51.7656,5.8433,16486
1375,1375,WP2633,WP2633    ,Zaltbommel                         ,GM0297    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1376,1376,WP3003,WP3003    ,Wijdemeren                         ,GM1696    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
1377,1377,WP2706,WP2706    ,Steenwijkerland                    ,GM1708    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,52.7833,6.1167,43940
1378,1378,WP2037,WP2037    ,Nederweert                         ,GM0946    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1379,1379,WP2039,WP2039    ,Nederweert                         ,GM0946    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1380,1380,WP1656,WP1656    ,Berkelland                         ,GM1859    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,52.1167,6.5167,43904
1381,1381,WP2952,WP2952    ,Leudal                             ,GM1640    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1382,1382,WP3363,WP3363    ,West Betuwe                        ,GM1960    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1383,1383,WP2953,WP2953    ,Leudal                             ,GM1640    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1384,1384,WP1777,WP1777    ,Deurne                             ,GM0762    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1385,1385,WP3261,WP3261    ,Oss                                ,GM0828    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1386,1386,WP3262,WP3262    ,Oss                                ,GM0828    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,51.766666666,5.516666666,91451
1387,1387,WP3603,WP3603    ,Heerenveen                         ,GM0074    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1388,1388,WP2588,WP2588    ,Ameland                            ,GM0060    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1389,1389,WP3405,WP3405    ,Noardeast-Fryslân                  ,GM1970    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1390,1390,WP1068,WP1068    ,Bladel                             ,GM1728    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1391,1391,WP1583,WP1583    ,Oude IJsselstreek                  ,GM1509    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,51.8667,6.3833,39473
1392,1392,WP3406,WP3406    ,Noardeast-Fryslân                  ,GM1970    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1393,1393,WP3153,WP3153    ,Medemblik                          ,GM0420    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
1394,1394,WP2264,WP2264    ,Westerkwartier                     ,GM1969    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1395,1395,WP2121,WP2121    ,Westerkwartier                     ,GM1969    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1396,1396,WP2178,WP2178    ,Westerkwartier                     ,GM1969    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,53.2249,6.3528,No info
1397,1397,WP3422,WP3422    ,Het Hogeland                       ,GM1966    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1398,1398,WP1642,WP1642    ,Noordenveld                        ,GM1699    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1399,1399,WP1171,WP1171    ,Aa en Hunze                        ,GM1680    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1400,1400,WP1421,WP1421    ,Oldambt                            ,GM1895    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1401,1401,WP1009,WP1009    ,Middelburg                         ,GM0687    ,Zeeland                  ,PV29      ,West-Nederland           ,LD03      ,51.5,3.6167,48081
1402,1402,WP1499,WP1499    ,Raalte                             ,GM0177    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,52.4,6.28333333,No info
1403,1403,WP3093,WP3093    ,Hulst                              ,GM0677    ,Zeeland                  ,PV29      ,West-Nederland           ,LD03      ,No info,No info,No info
1404,1404,WP1894,WP1894    ,Oldambt                            ,GM1895    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1405,1405,WP2634,WP2634    ,Zaltbommel                         ,GM0297    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1406,1406,WP1993,WP1993    ,Emmen                              ,GM0114    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1407,1407,WP3018,WP3018    ,Midden-Drenthe                     ,GM1731    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,52.85,6.5,33178
1408,1408,WP2887,WP2887    ,Hoeksche Waard                     ,GM1963    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,51.766666666,4.466666666,86656
1409,1409,WP1797,WP1797    ,Borger-Odoorn                      ,GM1681    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1410,1410,WP1994,WP1994    ,Emmen                              ,GM0114    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1411,1411,WP1259,WP1259    ,Borsele                            ,GM0654    ,Zeeland                  ,PV29      ,West-Nederland           ,LD03      ,No info,No info,No info
1412,1412,WP2518,WP2518    ,Hollands Kroon                     ,GM1911    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
1413,1413,WP1398,WP1398    ,Pekela                             ,GM0765    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,53.0833,6.98333,No info
1414,1414,WP3037,WP3037    ,Kaag en Braassem                   ,GM1884    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
1415,1415,WP2496,WP2496    ,Heerenveen                         ,GM0074    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1416,1416,WP1172,WP1172    ,Aa en Hunze                        ,GM1680    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1417,1417,WP1108,WP1108    ,Nieuwegein                         ,GM0356    ,Utrecht                  ,PV26      ,West-Nederland           ,LD03      ,52.0314,5.0919,No info
1418,1418,WP2194,WP2194    ,Heerenveen                         ,GM0074    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1419,1419,WP2216,WP2216    ,Altena                             ,GM1959    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1420,1420,WP1394,WP1394    ,Stichtse Vecht                     ,GM1904    ,Utrecht                  ,PV26      ,West-Nederland           ,LD03      ,No info,No info,No info
1421,1421,WP2666,WP2666    ,Bodegraven-Reeuwijk                ,GM1901    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
1422,1422,WP2680,WP2680    ,Schouwen-Duiveland                 ,GM1676    ,Zeeland                  ,PV29      ,West-Nederland           ,LD03      ,51.6653,3.8842,33779
1423,1423,WP1016,WP1016    ,Zuidplas                           ,GM1892    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
1424,1424,WP1815,WP1815    ,Hoogeveen                          ,GM0118    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1425,1425,WP3017,WP3017    ,Midden-Drenthe                     ,GM1731    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,52.85,6.5,33178
1426,1426,WP2221,WP2221    ,Stichtse Vecht                     ,GM1904    ,Utrecht                  ,PV26      ,West-Nederland           ,LD03      ,No info,No info,No info
1427,1427,WP2187,WP2187    ,Heerenveen                         ,GM0074    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,52.9658,6.0503,No info
1428,1428,WP3144,WP3144    ,Goeree-Overflakkee                 ,GM1924    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
1429,1429,WP2667,WP2667    ,Nieuwkoop                          ,GM0569    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
1430,1430,WP3502,WP3502    ,Heusden                            ,GM0797    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1431,1431,WP2111,WP2111    ,Vijfheerenlanden                   ,GM1961    ,Utrecht                  ,PV26      ,West-Nederland           ,LD03      ,No info,No info,No info
1432,1432,WP1816,WP1816    ,Hoogeveen                          ,GM0118    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,52.716666666,6.466666666,55224
1433,1433,WP2158,WP2158    ,Coevorden                          ,GM0109    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1434,1434,WP2795,WP2795    ,Molenlanden                        ,GM1978    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
1435,1435,WP1239,WP1239    ,Dalfsen                            ,GM0148    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1436,1436,WP1896,WP1896    ,Oldambt                            ,GM1895    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1437,1437,WP1807,WP1807    ,Molenlanden                        ,GM1978    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,51.8947,4.8597,43858
1438,1438,WP1643,WP1643    ,Noordenveld                        ,GM1699    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1439,1439,WP1995,WP1995    ,Emmen                              ,GM0114    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1440,1440,WP2047,WP2047    ,Echt-Susteren                      ,GM1711    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1441,1441,WP2670,WP2670    ,Nieuwkoop                          ,GM0569    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
1442,1442,WP1602,WP1602    ,Haarlemmermeer                     ,GM0394    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
1443,1443,WP2969,WP2969    ,Sluis                              ,GM1714    ,Zeeland                  ,PV29      ,West-Nederland           ,LD03      ,51.35,3.5,23386
1444,1444,WP1404,WP1404    ,Steenbergen                        ,GM0851    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1445,1445,WP1996,WP1996    ,Emmen                              ,GM0114    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1446,1446,WP2122,WP2122    ,Westerkwartier                     ,GM1969    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1447,1447,WP2569,WP2569    ,Wijchen                            ,GM0296    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1448,1448,WP2222,WP2222    ,Stichtse Vecht                     ,GM1904    ,Utrecht                  ,PV26      ,West-Nederland           ,LD03      ,52.161086,5.010794,64336
1449,1449,WP3330,WP3330    ,Waadhoeke                          ,GM1949    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1450,1450,WP3352,WP3352    ,Opsterland                         ,GM0086    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1451,1451,WP2607,WP2607    ,Voorst                             ,GM0285    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1452,1452,WP1761,WP1761    ,Ooststellingwerf                   ,GM0085    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1453,1453,WP3284,WP3284    ,Smallingerland                     ,GM0090    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,53.1,6.1,55938
1454,1454,WP3521,WP3521    ,De Fryske Marren                   ,GM1940    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,52.925,5.683333333,51430
1455,1455,WP1726,WP1726    ,Weststellingwerf                   ,GM0098    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1456,1456,WP1727,WP1727    ,Weststellingwerf                   ,GM0098    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1457,1457,WP1728,WP1728    ,Weststellingwerf                   ,GM0098    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1458,1458,WP1679,WP1679    ,De Fryske Marren                   ,GM1940    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1459,1459,WP3116,WP3116    ,Westerveld                         ,GM1701    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,52.7667,6.2333,No info
1460,1460,WP1729,WP1729    ,Weststellingwerf                   ,GM0098    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1461,1461,WP1083,WP1083    ,Meppel                             ,GM0119    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1462,1462,WP1972,WP1972    ,Súdwest-Fryslân                    ,GM1900    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1463,1463,WP3606,WP3606    ,Nijkerk                            ,GM0267    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1464,1464,WP3607,WP3607    ,Nijkerk                            ,GM0267    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1465,1465,WP2414,WP2414    ,Súdwest-Fryslân                    ,GM1900    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,53.0,5.5444,89710
1466,1466,WP1173,WP1173    ,Aa en Hunze                        ,GM1680    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1467,1467,WP3030,WP3030    ,Nijmegen                           ,GM0268    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1468,1468,WP3584,WP3584    ,Hellendoorn                        ,GM0163    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1469,1469,WP1591,WP1591    ,Roosendaal                         ,GM1674    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1470,1470,WP1260,WP1260    ,Borsele                            ,GM0654    ,Zeeland                  ,PV29      ,West-Nederland           ,LD03      ,51.466666666,3.8,22800
1471,1471,WP3062,WP3062    ,Bernheze                           ,GM1721    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1472,1472,WP2450,WP2450    ,Tytsjerksteradiel                  ,GM0737    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1473,1473,WP1174,WP1174    ,Aa en Hunze                        ,GM1680    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1474,1474,WP1696,WP1696    ,Eijsden-Margraten                  ,GM1903    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1475,1475,WP2171,WP2171    ,Beemster                           ,GM0370    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,52.55,4.9278,No info
1476,1476,WP2279,WP2279    ,Midden-Groningen                   ,GM1952    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1477,1477,WP1905,WP1905    ,Alkmaar                            ,GM0361    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,No info,No info,No info
1478,1478,WP3070,WP3070    ,Oldebroek                          ,GM0269    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1479,1479,WP1436,WP1436    ,Molenlanden                        ,GM1978    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
1480,1480,WP2668,WP2668    ,Nieuwkoop                          ,GM0569    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,52.15,4.766666666,28628
1481,1481,WP2681,WP2681    ,Schouwen-Duiveland                 ,GM1676    ,Zeeland                  ,PV29      ,West-Nederland           ,LD03      ,No info,No info,No info
1482,1482,WP1325,WP1325    ,Moerdijk                           ,GM1709    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1483,1483,WP2123,WP2123    ,Westerkwartier                     ,GM1969    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1484,1484,WP1268,WP1268    ,Groningen                          ,GM0014    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1485,1485,WP1118,WP1118    ,Langedijk                          ,GM0416    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,52.6936,4.7944,27992
1486,1486,WP1817,WP1817    ,Hoogeveen                          ,GM0118    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1487,1487,WP2159,WP2159    ,Coevorden                          ,GM0109    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1488,1488,WP2682,WP2682    ,Schouwen-Duiveland                 ,GM1676    ,Zeeland                  ,PV29      ,West-Nederland           ,LD03      ,No info,No info,No info
1489,1489,WP2265,WP2265    ,Westerkwartier                     ,GM1969    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1490,1490,WP2061,WP2061    ,Noordwijk                          ,GM0575    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
1491,1491,WP1927,WP1927    ,Noordwijk                          ,GM0575    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,52.233333333,4.433333333,42859
1492,1492,WP2830,WP2830    ,Het Hogeland                       ,GM1966    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1493,1493,WP1730,WP1730    ,Weststellingwerf                   ,GM0098    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1494,1494,WP1142,WP1142    ,Pijnacker-Nootdorp                 ,GM1926    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
1495,1495,WP1644,WP1644    ,Noordenveld                        ,GM1699    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1496,1496,WP1090,WP1090    ,Wierden                            ,GM0189    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,52.35,6.5833,No info
1497,1497,WP2136,WP2136    ,"Nuenen, Gerwen en Nederwetten      ",GM0820    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1498,1498,WP2266,WP2266    ,Westerkwartier                     ,GM1969    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1499,1499,WP3611,WP3611    ,'s-Hertogenbosch                   ,GM0796    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1500,1500,WP2372,WP2372    ,Hoeksche Waard                     ,GM1963    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
1501,1501,WP2954,WP2954    ,Leudal                             ,GM1640    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,51.233333333,5.866666666,No info
1502,1502,WP2982,WP2982    ,Nunspeet                           ,GM0302    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1503,1503,WP2358,WP2358    ,Beekdaelen                         ,GM1954    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1504,1504,WP1411,WP1411    ,Dinkelland                         ,GM1774    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1505,1505,WP2817,WP2817    ,Sittard-Geleen                     ,GM1883    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1506,1506,WP1187,WP1187    ,Koggenland                         ,GM1598    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,52.633333333,4.95,22738
1507,1507,WP1097,WP1097    ,Neder-Betuwe                       ,GM1740    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1508,1508,WP2604,WP2604    ,Bunnik                             ,GM0312    ,Utrecht                  ,PV26      ,West-Nederland           ,LD03      ,No info,No info,No info
1509,1509,WP1849,WP1849    ,Uden                               ,GM0856    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1510,1510,WP1798,WP1798    ,Borger-Odoorn                      ,GM1681    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1511,1511,WP1799,WP1799    ,Borger-Odoorn                      ,GM1681    ,Drenthe                  ,PV22      ,Noord-Nederland          ,LD01      ,52.8667,6.85,25372
1512,1512,WP1219,WP1219    ,Boxmeer                            ,GM0756    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1513,1513,WP2744,WP2744    ,Oegstgeest                         ,GM0579    ,Zuid-Holland             ,PV28      ,West-Nederland           ,LD03      ,No info,No info,No info
1514,1514,WP1347,WP1347    ,Epe                                ,GM0232    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1515,1515,WP2443,WP2443    ,Tytsjerksteradiel                  ,GM0737    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1516,1516,WP1489,WP1489    ,Hollands Kroon                     ,GM1911    ,Noord-Holland            ,PV27      ,West-Nederland           ,LD03      ,52.8783,4.8114,47815
1517,1517,WP3506,WP3506    ,Súdwest-Fryslân                    ,GM1900    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1518,1518,WP1923,WP1923    ,Maasgouw                           ,GM1641    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1519,1519,WP3470,WP3470    ,Oss                                ,GM0828    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1520,1520,WP3604,WP3604    ,Venray                             ,GM0984    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1521,1521,WP2101,WP2101    ,Beekdaelen                         ,GM1954    ,Limburg                  ,PV31      ,Zuid-Nederland           ,LD04      ,50.942888888,5.886611111,35727
1522,1522,WP1207,WP1207    ,Oirschot                           ,GM0823    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1523,1523,WP2646,WP2646    ,Oisterwijk                         ,GM0824    ,Noord-Brabant            ,PV30      ,Zuid-Nederland           ,LD04      ,No info,No info,No info
1524,1524,WP2859,WP2859    ,Deventer                           ,GM0150    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1525,1525,WP1529,WP1529    ,Bronckhorst                        ,GM1876    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1526,1526,WP1762,WP1762    ,Ooststellingwerf                   ,GM0085    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,52.9875,6.2914,25531
1527,1527,WP3071,WP3071    ,Oldebroek                          ,GM0269    ,Gelderland               ,PV25      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1528,1528,WP1731,WP1731    ,Weststellingwerf                   ,GM0098    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1529,1529,WP1732,WP1732    ,Weststellingwerf                   ,GM0098    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1530,1530,WP2124,WP2124    ,Westerkwartier                     ,GM1969    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1531,1531,WP2179,WP2179    ,Westerkwartier                     ,GM1969    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,53.2249,6.3528,No info
1532,1532,WP1733,WP1733    ,Weststellingwerf                   ,GM0098    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1533,1533,WP2707,WP2707    ,Steenwijkerland                    ,GM1708    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,52.7833,6.1167,43940
1534,1534,WP1668,WP1668    ,Oldenzaal                          ,GM0173    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,No info,No info,No info
1535,1535,WP3476,WP3476    ,Het Hogeland                       ,GM1966    ,Groningen                ,PV20      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1536,1536,WP2498,WP2498    ,De Fryske Marren                   ,GM1940    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,No info,No info,No info
1537,1537,WP1734,WP1734    ,Weststellingwerf                   ,GM0098    ,Friesland                ,PV21      ,Noord-Nederland          ,LD01      ,52.883333333,6.0,25840
1538,1538,WP1379,WP1379    ,Olst-Wijhe                         ,GM1773    ,Overijssel               ,PV23      ,Oost-Nederland           ,LD02      ,No info,No info,No info
